"Dam_Founder","Sire_Founder","PupGeno","WeanDate","YearMonth","litterorder","litternum","First_Litter","Males","Females","Weaned","Male_Prop"
"129","129","129x129","10/22/08","YearMonth_2008-10","order01",0,1,3,3,6,0.5
"129","129","129x129","11/11/08","YearMonth_2008-11","order02",1,0,6,4,10,0.6
"129","129","129x129","11/16/08","YearMonth_2008-11","order01",0,1,3,2,5,0.6
"129","129","129x129","12/12/08","YearMonth_2008-12","order02",1,0,2,3,5,0.4
"129","129","129x129","1/1/09","YearMonth_2009-01","order03",2,0,2,4,6,0.333333333
"129","129","129x129","1/28/09","YearMonth_2009-01","order04",3,0,4,4,8,0.5
"129","129","129x129","2/23/09","YearMonth_2009-02","order05",4,0,4,6,10,0.4
"129","129","129x129","3/18/09","YearMonth_2009-03","order06",5,0,4,1,5,0.8
"129","129","129x129","4/9/09","YearMonth_2009-04","order07",6,0,4,4,8,0.5
"129","129","129x129","11/27/08","YearMonth_2008-11","order01",0,1,2,4,6,0.333333333
"129","129","129x129","12/15/08","YearMonth_2008-12","order02",1,0,6,2,8,0.75
"129","129","129x129","1/12/09","YearMonth_2009-01","order03",2,0,6,1,7,0.857142857
"129","129","129x129","2/4/09","YearMonth_2009-02","order04",3,0,6,3,9,0.666666667
"129","129","129x129","3/2/09","YearMonth_2009-03","order05",4,0,5,2,7,0.714285714
"129","129","129x129","5/22/09","YearMonth_2009-05","order01",0,1,1,3,4,0.25
"129","129","129x129","6/15/09","YearMonth_2009-06","order02",1,0,6,3,9,0.666666667
"129","129","129x129","7/11/09","YearMonth_2009-07","order03",2,0,3,3,6,0.5
"129","129","129x129","8/5/09","YearMonth_2009-08","order04",3,0,4,4,8,0.5
"129","129","129x129","9/16/09","YearMonth_2009-09","order05",4,0,3,6,9,0.333333333
"129","129","129x129","10/28/09","YearMonth_2009-10","order06",5,0,1,0,1,1
"129","129","129x129","5/23/09","YearMonth_2009-05","order01",0,1,0,3,3,0
"129","129","129x129","7/7/09","YearMonth_2009-07","order02",1,0,0,2,2,0
"129","129","129x129","7/29/09","YearMonth_2009-07","order03",2,0,2,2,4,0.5
"129","129","129x129","5/28/09","YearMonth_2009-05","order01",0,1,1,6,7,0.142857143
"129","129","129x129","6/22/09","YearMonth_2009-06","order02",1,0,3,5,8,0.375
"129","129","129x129","7/12/09","YearMonth_2009-07","order03",2,0,4,3,7,0.571428571
"129","129","129x129","8/5/09","YearMonth_2009-08","order04",3,0,4,4,8,0.5
"129","129","129x129","8/22/09","YearMonth_2009-08","order05",4,0,3,2,5,0.6
"129","129","129x129","9/9/09","YearMonth_2009-09","order06",5,0,4,3,7,0.571428571
"129","129","129x129","10/7/09","YearMonth_2009-10","order07",6,0,4,3,7,0.571428571
"129","129","129x129","5/28/09","YearMonth_2009-05","order01",0,1,0,1,1,0
"129","129","129x129","8/26/09","YearMonth_2009-08","order02",1,0,2,6,8,0.25
"129","129","129x129","10/7/09","YearMonth_2009-10","order03",2,0,5,3,8,0.625
"129","129","129x129","11/4/09","YearMonth_2009-11","order04",3,0,0,2,2,0
"129","129","129x129","10/21/09","YearMonth_2009-10","order01",0,0,0,2,2,0
"129","129","129x129","11/18/09","YearMonth_2009-11","order02",1,0,0,1,1,0
"129","129","129x129","1/6/10","YearMonth_2010-01","order03",2,0,1,1,2,0.5
"129","129","129x129","8/26/09","YearMonth_2009-08","order01",0,1,2,4,6,0.333333333
"129","129","129x129","9/23/09","YearMonth_2009-09","order02",1,0,2,4,6,0.333333333
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,4,5,9,0.444444444
"129","129","129x129","11/9/09","YearMonth_2009-11","order04",3,0,3,7,10,0.3
"129","129","129x129","12/7/09","YearMonth_2009-12","order05",4,0,4,3,7,0.571428571
"129","129","129x129","1/6/10","YearMonth_2010-01","order06",5,0,4,2,6,0.666666667
"129","129","129x129","2/2/10","YearMonth_2010-02","order07",6,0,4,3,7,0.571428571
"129","129","129x129","8/25/09","YearMonth_2009-08","order01",0,1,3,1,4,0.75
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,5,2,7,0.714285714
"129","129","129x129","9/23/09","YearMonth_2009-09","order02",1,0,3,4,7,0.428571429
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,2,5,7,0.285714286
"129","129","129x129","11/9/09","YearMonth_2009-11","order04",3,0,6,1,7,0.857142857
"129","129","129x129","12/7/09","YearMonth_2009-12","order05",4,0,3,4,7,0.428571429
"129","129","129x129","1/6/10","YearMonth_2010-01","order06",5,0,4,4,8,0.5
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,3,3,6,0.5
"129","129","129x129","9/23/09","YearMonth_2009-09","order02",1,0,3,3,6,0.5
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,3,2,5,0.6
"129","129","129x129","11/9/09","YearMonth_2009-11","order04",3,0,4,2,6,0.666666667
"129","129","129x129","12/21/09","YearMonth_2009-12","order05",4,0,5,1,6,0.833333333
"129","129","129x129","1/19/10","YearMonth_2010-01","order06",5,0,3,3,6,0.5
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,3,3,6,0.5
"129","129","129x129","9/23/09","YearMonth_2009-09","order02",1,0,1,4,5,0.2
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,1,4,5,0.2
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,3,0,3,1
"129","129","129x129","9/23/09","YearMonth_2009-09","order02",1,0,4,4,8,0.5
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,4,2,6,0.666666667
"129","129","129x129","11/18/09","YearMonth_2009-11","order04",3,0,0,2,2,0
"129","129","129x129","12/7/09","YearMonth_2009-12","order05",4,0,2,5,7,0.285714286
"129","129","129x129","1/6/10","YearMonth_2010-01","order06",5,0,2,3,5,0.4
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,2,2,4,0.5
"129","129","129x129","10/28/09","YearMonth_2009-10","order02",1,0,4,0,4,1
"129","129","129x129","11/25/09","YearMonth_2009-11","order03",2,0,4,4,8,0.5
"129","129","129x129","1/11/10","YearMonth_2010-01","order04",3,0,2,1,3,0.666666667
"129","129","129x129","2/2/10","YearMonth_2010-02","order05",4,0,3,1,4,0.75
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,4,4,8,0.5
"129","129","129x129","9/30/09","YearMonth_2009-09","order02",1,0,6,2,8,0.75
"129","129","129x129","10/28/09","YearMonth_2009-10","order03",2,0,3,2,5,0.6
"129","129","129x129","11/25/09","YearMonth_2009-11","order04",3,0,5,2,7,0.714285714
"129","129","129x129","12/21/09","YearMonth_2009-12","order05",4,0,5,2,7,0.714285714
"129","129","129x129","1/19/10","YearMonth_2010-01","order06",5,0,3,3,6,0.5
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,2,5,7,0.285714286
"129","129","129x129","9/30/09","YearMonth_2009-09","order02",1,0,5,3,8,0.625
"129","129","129x129","10/28/09","YearMonth_2009-10","order03",2,0,4,3,7,0.571428571
"129","129","129x129","11/18/09","YearMonth_2009-11","order04",3,0,2,3,5,0.4
"129","129","129x129","12/14/09","YearMonth_2009-12","order05",4,0,3,4,7,0.428571429
"129","129","129x129","1/6/10","YearMonth_2010-01","order06",5,0,4,2,6,0.666666667
"129","129","129x129","2/2/10","YearMonth_2010-02","order07",6,0,3,4,7,0.428571429
"129","129","129x129","3/22/10","YearMonth_2010-03","order08",7,0,1,4,5,0.2
"129","129","129x129","4/7/10","YearMonth_2010-04","order09",8,0,2,2,4,0.5
"129","129","129x129","5/5/10","YearMonth_2010-05","order10",9,0,1,0,1,1
"129","129","129x129","5/27/10","YearMonth_2010-05","order11",10,0,0,1,1,0
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,0,2,2,0
"129","129","129x129","9/30/09","YearMonth_2009-09","order02",1,0,2,0,2,1
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,0,3,3,0
"129","129","129x129","11/18/09","YearMonth_2009-11","order04",3,0,1,4,5,0.2
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,3,3,6,0.5
"129","129","129x129","12/2/09","YearMonth_2009-12","order02",1,0,1,0,1,1
"129","129","129x129","9/2/09","YearMonth_2009-09","order01",0,1,2,4,6,0.333333333
"129","129","129x129","9/30/09","YearMonth_2009-09","order02",1,0,1,2,3,0.333333333
"129","129","129x129","10/21/09","YearMonth_2009-10","order03",2,0,5,1,6,0.833333333
"129","129","129x129","11/25/09","YearMonth_2009-11","order04",3,0,1,2,3,0.333333333
"129","129","129x129","12/7/09","YearMonth_2009-12","order05",4,0,2,3,5,0.4
"129","129","129x129","1/6/10","YearMonth_2010-01","order06",5,0,3,2,5,0.6
"129","129","129x129","2/2/10","YearMonth_2010-02","order07",6,0,2,0,2,1
"129","129","129x129","2/22/10","YearMonth_2010-02","order08",7,0,0,2,2,0
"129","129","129x129","3/22/10","YearMonth_2010-03","order09",8,0,2,2,4,0.5
"129","129","129x129","4/7/10","YearMonth_2010-04","order10",9,0,0,2,2,0
"129","129","129x129","11/9/09","YearMonth_2009-11","order01",0,0,1,2,3,0.333333333
"129","129","129x129","1/6/10","YearMonth_2010-01","order02",1,0,2,3,5,0.4
"129","129","129x129","2/22/10","YearMonth_2010-02","order03",2,0,3,2,5,0.6
"129","129","129x129","4/14/10","YearMonth_2010-04","order04",3,0,2,4,6,0.333333333
"129","129","129x129","5/27/10","YearMonth_2010-05","order05",4,0,3,2,5,0.6
"129","129","129x129","10/14/09","YearMonth_2009-10","order01",0,1,1,3,4,0.25
"129","129","129x129","11/9/09","YearMonth_2009-11","order02",1,0,4,2,6,0.666666667
"129","129","129x129","1/19/10","YearMonth_2010-01","order03",2,0,1,1,2,0.5
"129","129","129x129","2/15/10","YearMonth_2010-02","order04",3,0,2,1,3,0.666666667
"129","129","129x129","1/6/10","YearMonth_2010-01","order01",0,1,4,2,6,0.666666667
"129","129","129x129","2/2/10","YearMonth_2010-02","order02",1,0,4,2,6,0.666666667
"129","129","129x129","2/22/10","YearMonth_2010-02","order03",2,0,3,2,5,0.6
"129","129","129x129","3/22/10","YearMonth_2010-03","order04",3,0,2,8,10,0.2
"129","129","129x129","4/21/10","YearMonth_2010-04","order05",4,0,2,3,5,0.4
"129","129","129x129","5/12/10","YearMonth_2010-05","order06",5,0,2,5,7,0.285714286
"129","129","129x129","5/27/10","YearMonth_2010-05","order07",6,0,1,4,5,0.2
"129","129","129x129","1/6/10","YearMonth_2010-01","order01",0,1,1,2,3,0.333333333
"129","129","129x129","1/27/10","YearMonth_2010-01","order02",1,0,5,4,9,0.555555556
"129","129","129x129","4/28/10","YearMonth_2010-04","order03",2,0,1,1,2,0.5
"129","129","129x129","5/19/10","YearMonth_2010-05","order04",3,0,1,1,2,0.5
"129","129","129x129","5/27/10","YearMonth_2010-05","order05",4,0,3,1,4,0.75
"NZO","NZO","NZOxNZO","5/21/08","YearMonth_2008-05","order01",0,1,6,4,10,0.6
"NZO","NZO","NZOxNZO","6/18/08","YearMonth_2008-06","order02",1,0,5,4,9,0.555555556
"NZO","NZO","NZOxNZO","5/21/08","YearMonth_2008-05","order01",0,1,4,5,9,0.444444444
"NZO","NZO","NZOxNZO","6/18/08","YearMonth_2008-06","order02",1,0,0,4,4,0
"NZO","NZO","NZOxNZO","8/8/08","YearMonth_2008-08","order03",2,0,8,2,10,0.8
"NZO","NZO","NZOxNZO","6/6/08","YearMonth_2008-06","order01",0,1,5,6,11,0.454545455
"NZO","NZO","NZOxNZO","6/10/08","YearMonth_2008-06","order01",0,1,2,2,4,0.5
"NZO","NZO","NZOxNZO","7/7/08","YearMonth_2008-07","order01",0,1,2,4,6,0.333333333
"NZO","NZO","NZOxNZO","8/25/08","YearMonth_2008-08","order02",1,0,1,0,1,1
"NZO","NZO","NZOxNZO","9/18/08","YearMonth_2008-09","order03",2,0,1,2,3,0.333333333
"NZO","NZO","NZOxNZO","10/9/08","YearMonth_2008-10","order04",3,0,3,3,6,0.5
"NZO","NZO","NZOxNZO","11/26/08","YearMonth_2008-11","order05",4,0,2,1,3,0.666666667
"NZO","NZO","NZOxNZO","12/22/08","YearMonth_2008-12","order06",5,0,1,6,7,0.142857143
"NZO","NZO","NZOxNZO","7/7/08","YearMonth_2008-07","order01",0,1,3,5,8,0.375
"NZO","NZO","NZOxNZO","8/4/08","YearMonth_2008-08","order02",1,0,3,0,3,1
"NZO","NZO","NZOxNZO","8/25/08","YearMonth_2008-08","order03",2,0,1,1,2,0.5
"NZO","NZO","NZOxNZO","9/18/08","YearMonth_2008-09","order04",3,0,1,4,5,0.2
"NZO","NZO","NZOxNZO","9/18/08","YearMonth_2008-09","order01",0,1,3,2,5,0.6
"NZO","NZO","NZOxNZO","9/23/08","YearMonth_2008-09","order01",0,1,4,6,10,0.4
"NZO","NZO","NZOxNZO","11/17/08","YearMonth_2008-11","order02",1,0,1,4,5,0.2
"NZO","NZO","NZOxNZO","1/12/09","YearMonth_2009-01","order03",2,0,2,4,6,0.333333333
"NZO","NZO","NZOxNZO","11/26/08","YearMonth_2008-11","order01",0,1,0,1,1,0
"NZO","NZO","NZOxNZO","3/2/09","YearMonth_2009-03","order01",0,1,2,3,5,0.4
"NZO","NZO","NZOxNZO","3/2/09","YearMonth_2009-03","order01",0,1,1,0,1,1
"NZO","NZO","NZOxNZO","5/11/09","YearMonth_2009-05","order01",0,1,0,4,4,0
"NZO","NZO","NZOxNZO","5/18/09","YearMonth_2009-05","order01",0,1,3,5,8,0.375
"NZO","NZO","NZOxNZO","6/10/09","YearMonth_2009-06","order02",1,0,2,2,4,0.5
"NZO","NZO","NZOxNZO","7/1/09","YearMonth_2009-07","order03",2,0,3,3,6,0.5
"NZO","NZO","NZOxNZO","7/24/09","YearMonth_2009-07","order04",3,0,3,1,4,0.75
"NZO","NZO","NZOxNZO","8/15/09","YearMonth_2009-08","order05",4,0,2,3,5,0.4
"NZO","NZO","NZOxNZO","5/25/09","YearMonth_2009-05","order01",0,1,2,3,5,0.4
"NZO","NZO","NZOxNZO","6/17/09","YearMonth_2009-06","order02",1,0,2,4,6,0.333333333
"NZO","NZO","NZOxNZO","7/18/09","YearMonth_2009-07","order01",0,1,1,3,4,0.25
"NZO","NZO","NZOxNZO","7/18/09","YearMonth_2009-07","order01",0,1,0,1,1,0
"NZO","NZO","NZOxNZO","8/7/09","YearMonth_2009-08","order01",0,1,0,4,4,0
"NZO","NZO","NZOxNZO","8/15/09","YearMonth_2009-08","order02",1,0,0,2,2,0
"NZO","NZO","NZOxNZO","8/7/09","YearMonth_2009-08","order01",0,1,0,1,1,0
"NZO","NZO","NZOxNZO","8/16/09","YearMonth_2009-08","order01",0,1,2,4,6,0.333333333
"NZO","NZO","NZOxNZO","8/20/09","YearMonth_2009-08","order01",0,1,0,7,7,0
"NZO","NZO","NZOxNZO","9/9/09","YearMonth_2009-09","order02",1,0,2,5,7,0.285714286
"NZO","NZO","NZOxNZO","10/28/09","YearMonth_2009-10","order03",2,0,1,4,5,0.2
"NZO","NZO","NZOxNZO","11/16/09","YearMonth_2009-11","order04",3,0,1,2,3,0.333333333
"NZO","NZO","NZOxNZO","8/21/09","YearMonth_2009-08","order01",0,1,2,5,7,0.285714286
"NZO","NZO","NZOxNZO","8/25/09","YearMonth_2009-08","order01",0,1,3,3,6,0.5
"NZO","NZO","NZOxNZO","8/27/09","YearMonth_2009-08","order01",0,1,2,5,7,0.285714286
"NZO","NZO","NZOxNZO","9/9/09","YearMonth_2009-09","order01",0,1,4,4,8,0.5
"NZO","NZO","NZOxNZO","11/4/09","YearMonth_2009-11","order02",1,0,1,7,8,0.125
"NZO","NZO","NZOxNZO","9/9/09","YearMonth_2009-09","order01",0,1,3,2,5,0.6
"NZO","NZO","NZOxNZO","9/9/09","YearMonth_2009-09","order01",0,1,3,3,6,0.5
"NZO","NZO","NZOxNZO","9/30/09","YearMonth_2009-09","order02",1,0,3,2,5,0.6
"NZO","NZO","NZOxNZO","9/9/09","YearMonth_2009-09","order01",0,1,1,0,1,1
"NZO","NZO","NZOxNZO","9/30/09","YearMonth_2009-09","order01",0,1,4,2,6,0.666666667
"NZO","NZO","NZOxNZO","12/14/09","YearMonth_2009-12","order02",1,0,3,5,8,0.375
"NZO","NZO","NZOxNZO","10/7/09","YearMonth_2009-10","order01",0,1,3,4,7,0.428571429
"NZO","NZO","NZOxNZO","11/23/09","YearMonth_2009-11","order02",1,0,2,4,6,0.333333333
"NZO","NZO","NZOxNZO","10/14/09","YearMonth_2009-10","order01",0,1,5,4,9,0.555555556
"NZO","NZO","NZOxNZO","12/21/09","YearMonth_2009-12","order02",1,0,3,1,4,0.75
"NZO","NZO","NZOxNZO","10/28/09","YearMonth_2009-10","order01",0,1,3,1,4,0.75
"NZO","NZO","NZOxNZO","12/14/09","YearMonth_2009-12","order02",1,0,3,1,4,0.75
"NZO","NZO","NZOxNZO","10/28/09","YearMonth_2009-10","order01",0,1,2,3,5,0.4
"NZO","NZO","NZOxNZO","11/4/09","YearMonth_2009-11","order01",0,1,4,4,8,0.5
"NZO","NZO","NZOxNZO","11/4/09","YearMonth_2009-11","order01",0,1,1,7,8,0.125
"NZO","NZO","NZOxNZO","11/11/09","YearMonth_2009-11","order01",0,1,3,5,8,0.375
"NZO","NZO","NZOxNZO","11/11/09","YearMonth_2009-11","order01",0,1,4,3,7,0.571428571
"NZO","NZO","NZOxNZO","11/11/09","YearMonth_2009-11","order01",0,1,8,2,10,0.8
"NZO","NZO","NZOxNZO","11/23/09","YearMonth_2009-11","order01",0,1,1,1,2,0.5
"NZO","NZO","NZOxNZO","11/23/09","YearMonth_2009-11","order01",0,1,3,2,5,0.6
"NZO","NZO","NZOxNZO","12/14/09","YearMonth_2009-12","order02",1,0,3,4,7,0.428571429
"NZO","NZO","NZOxNZO","3/8/10","YearMonth_2010-03","order01",0,1,0,2,2,0
"NOD","NOD","NODxNOD","5/1/08","YearMonth_2008-05","order01",0,1,2,4,6,0.333333333
"NOD","NOD","NODxNOD","5/23/08","YearMonth_2008-05","order02",1,0,5,7,12,0.416666667
"NOD","NOD","NODxNOD","6/18/08","YearMonth_2008-06","order03",2,0,6,5,11,0.545454545
"NOD","NOD","NODxNOD","7/14/08","YearMonth_2008-07","order04",3,0,2,2,4,0.5
"NOD","NOD","NODxNOD","5/7/08","YearMonth_2008-05","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","6/21/08","YearMonth_2008-06","order02",1,0,7,5,12,0.583333333
"NOD","NOD","NODxNOD","7/14/08","YearMonth_2008-07","order03",2,0,5,3,8,0.625
"NOD","NOD","NODxNOD","8/8/08","YearMonth_2008-08","order04",3,0,2,11,13,0.153846154
"NOD","NOD","NODxNOD","5/7/08","YearMonth_2008-05","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","5/11/08","YearMonth_2008-05","order01",0,1,1,7,8,0.125
"NOD","NOD","NODxNOD","6/2/08","YearMonth_2008-06","order02",1,0,6,6,12,0.5
"NOD","NOD","NODxNOD","7/21/08","YearMonth_2008-07","order03",2,0,0,4,4,0
"NOD","NOD","NODxNOD","8/14/08","YearMonth_2008-08","order04",3,0,3,5,8,0.375
"NOD","NOD","NODxNOD","9/23/08","YearMonth_2008-09","order05",4,0,2,2,4,0.5
"NOD","NOD","NODxNOD","10/19/08","YearMonth_2008-10","order06",5,0,2,0,2,1
"NOD","NOD","NODxNOD","5/16/08","YearMonth_2008-05","order01",0,1,6,4,10,0.6
"NOD","NOD","NODxNOD","6/9/08","YearMonth_2008-06","order02",1,0,2,2,4,0.5
"NOD","NOD","NODxNOD","6/18/08","YearMonth_2008-06","order01",0,0,1,8,9,0.111111111
"NOD","NOD","NODxNOD","7/14/08","YearMonth_2008-07","order02",1,0,3,5,8,0.375
"NOD","NOD","NODxNOD","8/8/08","YearMonth_2008-08","order03",2,0,4,2,6,0.666666667
"NOD","NOD","NODxNOD","11/24/08","YearMonth_2008-11","order01",0,1,4,5,9,0.444444444
"NOD","NOD","NODxNOD","12/15/08","YearMonth_2008-12","order02",1,0,6,3,9,0.666666667
"NOD","NOD","NODxNOD","1/12/09","YearMonth_2009-01","order03",2,0,2,4,6,0.333333333
"NOD","NOD","NODxNOD","12/29/08","YearMonth_2008-12","order01",0,1,2,0,2,1
"NOD","NOD","NODxNOD","3/16/09","YearMonth_2009-03","order01",0,1,3,5,8,0.375
"NOD","NOD","NODxNOD","3/21/09","YearMonth_2009-03","order02",1,0,5,2,7,0.714285714
"NOD","NOD","NODxNOD","4/13/09","YearMonth_2009-04","order03",2,0,4,2,6,0.666666667
"NOD","NOD","NODxNOD","3/16/09","YearMonth_2009-03","order01",0,1,1,0,1,1
"NOD","NOD","NODxNOD","5/25/09","YearMonth_2009-05","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","6/19/09","YearMonth_2009-06","order02",1,0,2,1,3,0.666666667
"NOD","NOD","NODxNOD","7/10/09","YearMonth_2009-07","order03",2,0,2,4,6,0.333333333
"NOD","NOD","NODxNOD","7/29/09","YearMonth_2009-07","order04",3,0,4,8,12,0.333333333
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order05",4,0,3,3,6,0.5
"NOD","NOD","NODxNOD","5/25/09","YearMonth_2009-05","order01",0,1,4,6,10,0.4
"NOD","NOD","NODxNOD","6/19/09","YearMonth_2009-06","order02",1,0,3,7,10,0.3
"NOD","NOD","NODxNOD","7/13/09","YearMonth_2009-07","order03",2,0,3,5,8,0.375
"NOD","NOD","NODxNOD","8/4/09","YearMonth_2009-08","order04",3,0,5,4,9,0.555555556
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order05",4,0,2,3,5,0.4
"NOD","NOD","NODxNOD","5/29/09","YearMonth_2009-05","order01",0,1,3,3,6,0.5
"NOD","NOD","NODxNOD","6/19/09","YearMonth_2009-06","order02",1,0,4,3,7,0.571428571
"NOD","NOD","NODxNOD","6/24/09","YearMonth_2009-06","order01",0,1,9,7,16,0.5625
"NOD","NOD","NODxNOD","8/7/09","YearMonth_2009-08","order02",1,0,3,5,8,0.375
"NOD","NOD","NODxNOD","6/24/09","YearMonth_2009-06","order01",0,1,1,0,1,1
"NOD","NOD","NODxNOD","8/23/09","YearMonth_2009-08","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order02",1,0,4,8,12,0.333333333
"NOD","NOD","NODxNOD","8/24/09","YearMonth_2009-08","order01",0,0,2,2,4,0.5
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order02",1,0,2,3,5,0.4
"NOD","NOD","NODxNOD","8/26/09","YearMonth_2009-08","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order02",1,0,5,6,11,0.454545455
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,5,6,11,0.454545455
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,3,6,9,0.333333333
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order02",1,0,7,4,11,0.636363636
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,2,4,6,0.333333333
"NOD","NOD","NODxNOD","9/16/09","YearMonth_2009-09","order02",1,0,4,5,9,0.444444444
"NOD","NOD","NODxNOD","10/7/09","YearMonth_2009-10","order03",2,0,3,7,10,0.3
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,5,4,9,0.555555556
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,6,3,9,0.666666667
"NOD","NOD","NODxNOD","8/27/09","YearMonth_2009-08","order01",0,1,2,4,6,0.333333333
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,7,3,10,0.7
"NOD","NOD","NODxNOD","8/28/09","YearMonth_2009-08","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,6,5,11,0.545454545
"NOD","NOD","NODxNOD","10/14/09","YearMonth_2009-10","order03",2,0,4,4,8,0.5
"NOD","NOD","NODxNOD","8/28/09","YearMonth_2009-08","order01",0,1,4,5,9,0.444444444
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,4,5,9,0.444444444
"NOD","NOD","NODxNOD","10/14/09","YearMonth_2009-10","order03",2,0,0,3,3,0
"NOD","NOD","NODxNOD","8/28/09","YearMonth_2009-08","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,4,3,7,0.571428571
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,2,4,6,0.333333333
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,4,6,10,0.4
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,5,7,12,0.416666667
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,0,4,3,7,0.571428571
"NOD","NOD","NODxNOD","9/23/09","YearMonth_2009-09","order02",1,0,3,3,6,0.5
"NOD","NOD","NODxNOD","10/14/09","YearMonth_2009-10","order03",2,0,0,5,5,0
"NOD","NOD","NODxNOD","12/2/09","YearMonth_2009-12","order04",3,0,1,1,2,0.5
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,3,4,7,0.428571429
"NOD","NOD","NODxNOD","11/23/09","YearMonth_2009-11","order03",2,0,5,4,9,0.555555556
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,5,4,9,0.555555556
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,1,6,7,0.142857143
"NOD","NOD","NODxNOD","11/9/09","YearMonth_2009-11","order03",2,0,7,4,11,0.636363636
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,3,4,7,0.428571429
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,8,3,11,0.727272727
"NOD","NOD","NODxNOD","11/9/09","YearMonth_2009-11","order03",2,0,0,1,1,0
"NOD","NOD","NODxNOD","12/2/09","YearMonth_2009-12","order04",3,0,4,2,6,0.666666667
"NOD","NOD","NODxNOD","9/2/09","YearMonth_2009-09","order01",0,1,5,5,10,0.5
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,5,5,10,0.5
"NOD","NOD","NODxNOD","9/9/09","YearMonth_2009-09","order01",0,1,5,5,10,0.5
"NOD","NOD","NODxNOD","9/9/09","YearMonth_2009-09","order01",0,1,6,3,9,0.666666667
"NOD","NOD","NODxNOD","10/7/09","YearMonth_2009-10","order02",1,0,3,3,6,0.5
"NOD","NOD","NODxNOD","9/9/09","YearMonth_2009-09","order01",0,1,3,3,6,0.5
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,4,6,10,0.4
"NOD","NOD","NODxNOD","9/9/09","YearMonth_2009-09","order01",0,1,5,4,9,0.555555556
"NOD","NOD","NODxNOD","10/4/09","YearMonth_2009-10","order02",1,0,3,1,4,0.75
"NOD","NOD","NODxNOD","9/9/09","YearMonth_2009-09","order01",0,1,2,3,5,0.4
"NOD","NOD","NODxNOD","9/30/09","YearMonth_2009-09","order02",1,0,4,2,6,0.666666667
