"Dam_Founder","Sire_Founder","PupGeno","WeanDate","YearMonth","litterorder","litternum","First_Litter","Males","Females","Weaned","Male_Prop"
"AJ","AJ","AJxAJ","6/2/10","YearMonth_2010-06","order01",0,0,4,3,7,0.571428571
"AJ","AJ","AJxAJ","7/21/10","YearMonth_2010-07","order02",1,0,4,2,6,0.666666667
"AJ","AJ","AJxAJ","8/18/10","YearMonth_2010-08","order03",2,0,1,2,3,0.333333333
"AJ","AJ","AJxAJ","9/8/10","YearMonth_2010-09","order04",3,0,3,3,6,0.5
"AJ","AJ","AJxAJ","10/20/10","YearMonth_2010-10","order05",4,0,1,4,5,0.2
"AJ","AJ","AJxAJ","12/20/10","YearMonth_2010-12","order06",5,0,0,3,3,0
"AJ","AJ","AJxAJ","5/20/10","YearMonth_2010-05","order01",0,0,1,1,2,0.5
"AJ","AJ","AJxAJ","6/7/10","YearMonth_2010-06","order02",1,0,2,2,4,0.5
"AJ","AJ","AJxAJ","4/22/10","YearMonth_2010-04","order01",0,0,3,2,5,0.6
"AJ","AJ","AJxAJ","5/20/10","YearMonth_2010-05","order02",1,0,1,3,4,0.25
"AJ","AJ","AJxAJ","6/14/10","YearMonth_2010-06","order03",2,0,2,2,4,0.5
"AJ","AJ","AJxAJ","7/15/10","YearMonth_2010-07","order04",3,0,3,1,4,0.75
"AJ","AJ","AJxAJ","8/25/10","YearMonth_2010-08","order05",4,0,0,3,3,0
"AJ","AJ","AJxAJ","10/6/10","YearMonth_2010-10","order06",5,0,5,1,6,0.833333333
"AJ","AJ","AJxAJ","12/1/10","YearMonth_2010-12","order07",6,0,2,0,2,1
"AJ","AJ","AJxAJ","1/18/11","YearMonth_2011-01","order08",7,0,1,2,3,0.333333333
"AJ","AJ","AJxAJ","5/6/10","YearMonth_2010-05","order01",0,1,1,0,1,1
"AJ","AJ","AJxAJ","5/6/10","YearMonth_2010-05","order02",1,0,4,3,7,0.571428571
"AJ","AJ","AJxAJ","6/21/10","YearMonth_2010-06","order03",2,0,3,3,6,0.5
"AJ","AJ","AJxAJ","7/21/10","YearMonth_2010-07","order04",3,0,2,3,5,0.4
"AJ","AJ","AJxAJ","9/8/10","YearMonth_2010-09","order05",4,0,5,1,6,0.833333333
"AJ","AJ","AJxAJ","11/3/10","YearMonth_2010-11","order06",5,0,2,4,6,0.333333333
"AJ","AJ","AJxAJ","6/7/10","YearMonth_2010-06","order01",0,0,2,3,5,0.4
"AJ","AJ","AJxAJ","7/28/10","YearMonth_2010-07","order02",1,0,4,4,8,0.5
"AJ","AJ","AJxAJ","9/8/10","YearMonth_2010-09","order03",2,0,4,3,7,0.571428571
"AJ","AJ","AJxAJ","9/23/10","YearMonth_2010-09","order01",0,1,2,2,4,0.5
"AJ","AJ","AJxAJ","4/15/10","YearMonth_2010-04","order01",0,1,4,2,6,0.666666667
"AJ","AJ","AJxAJ","5/24/10","YearMonth_2010-05","order01",0,1,1,2,3,0.333333333
"B6","B6","B6xB6","3/31/10","YearMonth_2010-03","order01",0,1,2,4,6,0.333333333
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order02",1,0,3,3,6,0.5
"B6","B6","B6xB6","8/11/10","YearMonth_2010-08","order03",2,0,1,3,4,0.25
"B6","B6","B6xB6","10/6/10","YearMonth_2010-10","order04",3,0,3,0,3,1
"B6","B6","B6xB6","12/8/10","YearMonth_2010-12","order05",4,0,2,1,3,0.666666667
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order01",0,1,4,2,6,0.666666667
"B6","B6","B6xB6","6/29/10","YearMonth_2010-06","order02",1,0,2,1,3,0.666666667
"B6","B6","B6xB6","8/11/10","YearMonth_2010-08","order03",2,0,6,1,7,0.857142857
"B6","B6","B6xB6","4/8/10","YearMonth_2010-04","order01",0,1,1,2,3,0.333333333
"B6","B6","B6xB6","5/20/10","YearMonth_2010-05","order02",1,0,1,2,3,0.333333333
"B6","B6","B6xB6","6/9/10","YearMonth_2010-06","order03",2,0,2,3,5,0.4
"B6","B6","B6xB6","3/31/10","YearMonth_2010-03","order01",0,1,2,3,5,0.4
"B6","B6","B6xB6","5/10/10","YearMonth_2010-05","order02",1,0,1,4,5,0.2
"B6","B6","B6xB6","6/2/10","YearMonth_2010-06","order03",2,0,3,1,4,0.75
"B6","B6","B6xB6","7/21/10","YearMonth_2010-07","order04",3,0,1,3,4,0.25
"B6","B6","B6xB6","8/25/10","YearMonth_2010-08","order05",4,0,2,0,2,1
"B6","B6","B6xB6","3/31/10","YearMonth_2010-03","order01",0,1,3,5,8,0.375
"B6","B6","B6xB6","5/6/10","YearMonth_2010-05","order01",0,1,4,2,6,0.666666667
"B6","B6","B6xB6","6/14/10","YearMonth_2010-06","order02",1,0,4,3,7,0.571428571
"B6","B6","B6xB6","7/28/10","YearMonth_2010-07","order03",2,0,1,3,4,0.25
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order01",0,0,1,2,3,0.333333333
"B6","B6","B6xB6","5/10/10","YearMonth_2010-05","order02",1,0,1,5,6,0.166666667
"B6","B6","B6xB6","6/2/10","YearMonth_2010-06","order03",2,0,4,2,6,0.666666667
"B6","B6","B6xB6","7/21/10","YearMonth_2010-07","order04",3,0,3,2,5,0.6
"B6","B6","B6xB6","9/14/10","YearMonth_2010-09","order05",4,0,1,2,3,0.333333333
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order01",0,0,2,6,8,0.25
"B6","B6","B6xB6","6/9/10","YearMonth_2010-06","order02",1,0,0,7,7,0
"B6","B6","B6xB6","7/21/10","YearMonth_2010-07","order03",2,0,4,3,7,0.571428571
"B6","B6","B6xB6","4/15/10","YearMonth_2010-04","order01",0,1,3,5,8,0.375
"B6","B6","B6xB6","6/14/10","YearMonth_2010-06","order02",1,0,7,4,11,0.636363636
"B6","B6","B6xB6","7/6/10","YearMonth_2010-07","order03",2,0,1,3,4,0.25
"B6","B6","B6xB6","4/15/10","YearMonth_2010-04","order01",0,1,0,2,2,0
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order02",1,0,2,2,4,0.5
"B6","B6","B6xB6","5/24/10","YearMonth_2010-05","order03",2,0,1,0,1,1
"B6","B6","B6xB6","6/14/10","YearMonth_2010-06","order04",3,0,7,2,9,0.777777778
"B6","B6","B6xB6","8/11/10","YearMonth_2010-08","order05",4,0,2,4,6,0.333333333
"B6","B6","B6xB6","4/15/10","YearMonth_2010-04","order01",0,1,3,2,5,0.6
"B6","B6","B6xB6","5/24/10","YearMonth_2010-05","order02",1,0,2,3,5,0.4
"B6","B6","B6xB6","3/31/10","YearMonth_2010-03","order01",0,1,4,4,8,0.5
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order02",1,0,2,3,5,0.4
"B6","B6","B6xB6","6/9/10","YearMonth_2010-06","order03",2,0,2,2,4,0.5
"B6","B6","B6xB6","7/21/10","YearMonth_2010-07","order04",3,0,2,5,7,0.285714286
"B6","B6","B6xB6","4/29/10","YearMonth_2010-04","order01",0,0,3,7,10,0.3
"B6","B6","B6xB6","6/23/10","YearMonth_2010-06","order02",1,0,3,6,9,0.333333333
"B6","B6","B6xB6","8/18/10","YearMonth_2010-08","order03",2,0,4,4,8,0.5
"129","129","129x129","5/26/10","YearMonth_2010-05","order01",0,1,2,3,5,0.4
"129","129","129x129","7/6/10","YearMonth_2010-07","order02",1,0,3,0,3,1
"129","129","129x129","3/31/10","YearMonth_2010-03","order01",0,1,1,2,3,0.333333333
"129","129","129x129","4/26/10","YearMonth_2010-04","order02",1,0,1,3,4,0.25
"129","129","129x129","5/26/10","YearMonth_2010-05","order03",2,0,3,2,5,0.6
"129","129","129x129","6/14/10","YearMonth_2010-06","order04",3,0,1,3,4,0.25
"129","129","129x129","7/15/10","YearMonth_2010-07","order05",4,0,5,3,8,0.625
"129","129","129x129","10/13/10","YearMonth_2010-10","order06",5,0,0,3,3,0
"129","129","129x129","6/29/10","YearMonth_2010-06","order01",0,1,2,0,2,1
"129","129","129x129","9/1/10","YearMonth_2010-09","order02",1,0,0,2,2,0
"129","129","129x129","5/6/10","YearMonth_2010-05","order01",0,0,1,0,1,1
"129","129","129x129","5/26/10","YearMonth_2010-05","order02",1,0,2,3,5,0.4
"129","129","129x129","6/21/10","YearMonth_2010-06","order03",2,0,5,3,8,0.625
"129","129","129x129","7/21/10","YearMonth_2010-07","order04",3,0,1,5,6,0.166666667
"129","129","129x129","9/22/10","YearMonth_2010-09","order05",4,0,0,3,3,0
"129","129","129x129","11/3/10","YearMonth_2010-11","order06",5,0,0,1,1,0
"129","129","129x129","1/26/11","YearMonth_2011-01","order07",6,0,1,0,1,1
"129","129","129x129","4/8/10","YearMonth_2010-04","order01",0,1,1,2,3,0.333333333
"129","129","129x129","4/8/10","YearMonth_2010-04","order01",0,1,2,3,5,0.4
"129","129","129x129","5/26/10","YearMonth_2010-05","order02",1,0,1,3,4,0.25
"129","129","129x129","6/14/10","YearMonth_2010-06","order03",2,0,3,3,6,0.5
"129","129","129x129","8/4/10","YearMonth_2010-08","order04",3,0,1,1,2,0.5
"129","129","129x129","9/1/10","YearMonth_2010-09","order05",4,0,3,2,5,0.6
"129","129","129x129","4/15/10","YearMonth_2010-04","order01",0,1,5,3,8,0.625
"129","129","129x129","5/10/10","YearMonth_2010-05","order02",1,0,3,0,3,1
"129","129","129x129","6/29/10","YearMonth_2010-06","order03",2,0,1,4,5,0.2
"129","129","129x129","6/29/10","YearMonth_2010-06","order04",3,0,4,2,6,0.666666667
"129","129","129x129","7/21/10","YearMonth_2010-07","order05",4,0,3,4,7,0.428571429
"129","129","129x129","4/15/10","YearMonth_2010-04","order01",0,1,1,3,4,0.25
"129","129","129x129","5/6/10","YearMonth_2010-05","order02",1,0,1,5,6,0.166666667
"129","129","129x129","5/26/10","YearMonth_2010-05","order03",2,0,4,5,9,0.444444444
"129","129","129x129","4/22/10","YearMonth_2010-04","order01",0,0,2,3,5,0.4
"129","129","129x129","5/20/10","YearMonth_2010-05","order02",1,0,3,5,8,0.375
"129","129","129x129","6/14/10","YearMonth_2010-06","order03",2,0,3,2,5,0.6
"129","129","129x129","7/21/10","YearMonth_2010-07","order04",3,0,4,4,8,0.5
"129","129","129x129","8/25/10","YearMonth_2010-08","order05",4,0,3,3,6,0.5
"129","129","129x129","12/8/10","YearMonth_2010-12","order06",5,0,1,2,3,0.333333333
"129","129","129x129","3/31/10","YearMonth_2010-03","order01",0,1,4,3,7,0.571428571
"129","129","129x129","4/22/10","YearMonth_2010-04","order02",1,0,0,2,2,0
"129","129","129x129","5/26/10","YearMonth_2010-05","order03",2,0,3,3,6,0.5
"129","129","129x129","6/21/10","YearMonth_2010-06","order04",3,0,1,4,5,0.2
"129","129","129x129","7/21/10","YearMonth_2010-07","order05",4,0,1,5,6,0.166666667
"129","129","129x129","8/18/10","YearMonth_2010-08","order06",5,0,1,1,2,0.5
"129","129","129x129","9/8/10","YearMonth_2010-09","order07",6,0,4,4,8,0.5
"129","129","129x129","10/27/10","YearMonth_2010-10","order08",7,0,0,1,1,0
"129","129","129x129","11/17/10","YearMonth_2010-11","order09",8,0,3,2,5,0.6
"129","129","129x129","2/23/11","YearMonth_2011-02","order10",9,0,0,2,2,0
"129","129","129x129","3/15/11","YearMonth_2011-03","order11",10,0,1,0,1,1
"129","129","129x129","4/6/11","YearMonth_2011-04","order12",11,0,1,0,1,1
"129","129","129x129","4/8/10","YearMonth_2010-04","order01",0,1,0,5,5,0
"129","129","129x129","4/26/10","YearMonth_2010-04","order02",1,0,3,1,4,0.75
"129","129","129x129","5/20/10","YearMonth_2010-05","order03",2,0,3,3,6,0.5
"129","129","129x129","6/7/10","YearMonth_2010-06","order01",0,0,2,4,6,0.333333333
"129","129","129x129","6/21/10","YearMonth_2010-06","order02",1,0,2,2,4,0.5
"129","129","129x129","7/15/10","YearMonth_2010-07","order03",2,0,0,3,3,0
"129","129","129x129","8/4/10","YearMonth_2010-08","order04",3,0,4,2,6,0.666666667
"129","129","129x129","11/9/10","YearMonth_2010-11","order05",4,0,0,3,3,0
"129","129","129x129","4/8/10","YearMonth_2010-04","order01",0,1,3,3,6,0.5
"129","129","129x129","5/6/10","YearMonth_2010-05","order02",1,0,3,1,4,0.75
"129","129","129x129","5/26/10","YearMonth_2010-05","order03",2,0,1,4,5,0.2
"129","129","129x129","6/21/10","YearMonth_2010-06","order04",3,0,1,5,6,0.166666667
"129","129","129x129","7/15/10","YearMonth_2010-07","order05",4,0,3,1,4,0.75
"129","129","129x129","9/8/10","YearMonth_2010-09","order06",5,0,0,1,1,0
"129","129","129x129","4/22/10","YearMonth_2010-04","order01",0,1,3,0,3,1
"129","129","129x129","5/26/10","YearMonth_2010-05","order02",1,0,5,4,9,0.555555556
"129","129","129x129","6/14/10","YearMonth_2010-06","order03",2,0,3,5,8,0.375
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,3,1,4,0.75
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,2,3,5,0.4
"NOD","NOD","NODxNOD","4/29/10","YearMonth_2010-04","order02",1,0,5,1,6,0.833333333
"NOD","NOD","NODxNOD","3/31/10","YearMonth_2010-03","order01",0,1,5,5,10,0.5
"NOD","NOD","NODxNOD","5/24/10","YearMonth_2010-05","order02",1,0,2,3,5,0.4
"NOD","NOD","NODxNOD","6/21/10","YearMonth_2010-06","order03",2,0,2,1,3,0.666666667
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,4,5,9,0.444444444
"NOD","NOD","NODxNOD","5/20/10","YearMonth_2010-05","order02",1,0,2,2,4,0.5
"NOD","NOD","NODxNOD","5/20/10","YearMonth_2010-05","order03",2,0,5,2,7,0.714285714
"NOD","NOD","NODxNOD","6/7/10","YearMonth_2010-06","order04",3,0,3,4,7,0.428571429
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,3,1,4,0.75
"NOD","NOD","NODxNOD","3/31/10","YearMonth_2010-03","order01",0,1,5,3,8,0.625
"NOD","NOD","NODxNOD","4/22/10","YearMonth_2010-04","order02",1,0,3,3,6,0.5
"NOD","NOD","NODxNOD","5/11/10","YearMonth_2010-05","order03",2,0,1,2,3,0.333333333
"NOD","NOD","NODxNOD","6/9/10","YearMonth_2010-06","order01",0,1,4,4,8,0.5
"NOD","NOD","NODxNOD","4/8/10","YearMonth_2010-04","order01",0,1,5,4,9,0.555555556
"NOD","NOD","NODxNOD","5/20/10","YearMonth_2010-05","order02",1,0,3,5,8,0.375
"NOD","NOD","NODxNOD","6/9/10","YearMonth_2010-06","order03",2,0,3,0,3,1
"WSB","WSB","WSBxWSB","5/6/10","YearMonth_2010-05","order01",0,1,0,6,6,0
"WSB","WSB","WSBxWSB","6/1/10","YearMonth_2010-06","order02",1,0,2,3,5,0.4
"WSB","WSB","WSBxWSB","9/8/10","YearMonth_2010-09","order03",2,0,0,1,1,0
"WSB","WSB","WSBxWSB","9/29/10","YearMonth_2010-09","order04",3,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","8/4/10","YearMonth_2010-08","order01",0,1,0,1,1,0
"WSB","WSB","WSBxWSB","11/17/10","YearMonth_2010-11","order02",1,0,0,2,2,0
"WSB","WSB","WSBxWSB","4/8/10","YearMonth_2010-04","order01",0,1,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","6/21/10","YearMonth_2010-06","order02",1,0,3,1,4,0.75
"WSB","WSB","WSBxWSB","6/21/10","YearMonth_2010-06","order03",2,0,3,1,4,0.75
"WSB","WSB","WSBxWSB","9/8/10","YearMonth_2010-09","order04",3,0,1,0,1,1
"WSB","WSB","WSBxWSB","10/20/10","YearMonth_2010-10","order05",4,0,0,2,2,0
"WSB","WSB","WSBxWSB","3/30/10","YearMonth_2010-03","order01",0,1,0,1,1,0
"WSB","WSB","WSBxWSB","8/4/10","YearMonth_2010-08","order02",1,0,1,0,1,1
"WSB","WSB","WSBxWSB","8/25/10","YearMonth_2010-08","order03",2,0,1,3,4,0.25
"WSB","WSB","WSBxWSB","10/6/10","YearMonth_2010-10","order04",3,0,1,2,3,0.333333333
"PWK","PWK","PWKxPWK","5/20/10","YearMonth_2010-05","order01",0,0,4,0,4,1
"PWK","PWK","PWKxPWK","7/14/10","YearMonth_2010-07","order01",0,0,2,0,2,1
"PWK","PWK","PWKxPWK","4/29/10","YearMonth_2010-04","order01",0,0,1,1,2,0.5
"CAST","CAST","CASTxCAST","4/15/10","YearMonth_2010-04","order01",0,1,4,1,5,0.8
"CAST","CAST","CASTxCAST","6/14/10","YearMonth_2010-06","order02",1,0,5,1,6,0.833333333
"CAST","CAST","CASTxCAST","8/30/10","YearMonth_2010-08","order03",2,0,1,3,4,0.25
"CAST","CAST","CASTxCAST","6/14/10","YearMonth_2010-06","order01",0,1,2,2,4,0.5
"CAST","CAST","CASTxCAST","4/29/10","YearMonth_2010-04","order02",1,0,3,2,5,0.6
"CAST","CAST","CASTxCAST","6/14/10","YearMonth_2010-06","order03",2,0,0,3,3,0
"CAST","CAST","CASTxCAST","6/7/10","YearMonth_2010-06","order01",0,0,5,0,5,1
"CAST","CAST","CASTxCAST","3/22/10","YearMonth_2010-03","order01",0,1,1,2,3,0.333333333
"CAST","CAST","CASTxCAST","4/15/10","YearMonth_2010-04","order02",1,0,4,1,5,0.8
"NZO","NZO","NZOxNZO","3/22/10","YearMonth_2010-03","order01",0,1,3,2,5,0.6
"NZO","NZO","NZOxNZO","4/15/10","YearMonth_2010-04","order01",0,1,3,0,3,1
"WSB","WSB","WSBxWSB","5/24/10","YearMonth_2010-05","order01",0,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","7/15/10","YearMonth_2010-07","order02",1,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","8/4/10","YearMonth_2010-08","order03",2,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","9/1/10","YearMonth_2010-09","order04",3,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","12/8/10","YearMonth_2010-12","order05",4,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","3/9/11","YearMonth_2011-03","order06",5,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","3/30/10","YearMonth_2010-03","order01",0,1,0,2,2,0
"WSB","WSB","WSBxWSB","4/22/10","YearMonth_2010-04","order02",1,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","5/20/10","YearMonth_2010-05","order03",2,0,3,3,6,0.5
"WSB","WSB","WSBxWSB","6/7/10","YearMonth_2010-06","order04",3,0,3,3,6,0.5
"WSB","WSB","WSBxWSB","7/28/10","YearMonth_2010-07","order05",4,0,1,0,1,1
"WSB","WSB","WSBxWSB","11/17/10","YearMonth_2010-11","order06",5,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","3/30/10","YearMonth_2010-03","order01",0,1,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","4/22/10","YearMonth_2010-04","order02",1,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","5/20/10","YearMonth_2010-05","order03",2,0,0,5,5,0
"WSB","WSB","WSBxWSB","6/7/10","YearMonth_2010-06","order04",3,0,3,3,6,0.5
"WSB","WSB","WSBxWSB","7/7/10","YearMonth_2010-07","order05",4,0,5,0,5,1
"WSB","WSB","WSBxWSB","7/28/10","YearMonth_2010-07","order06",5,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","9/8/10","YearMonth_2010-09","order07",6,0,0,3,3,0
"WSB","WSB","WSBxWSB","10/20/10","YearMonth_2010-10","order08",7,0,4,0,4,1
"WSB","WSB","WSBxWSB","3/30/10","YearMonth_2010-03","order01",0,1,2,0,2,1
"WSB","WSB","WSBxWSB","9/8/10","YearMonth_2010-09","order02",1,0,0,3,3,0
"WSB","WSB","WSBxWSB","4/6/11","YearMonth_2011-04","order03",2,0,0,2,2,0
"WSB","WSB","WSBxWSB","4/27/11","YearMonth_2011-04","order04",3,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","4/29/10","YearMonth_2010-04","order01",0,1,3,3,6,0.5
"WSB","WSB","WSBxWSB","4/29/10","YearMonth_2010-04","order02",1,0,3,3,6,0.5
"WSB","WSB","WSBxWSB","5/24/10","YearMonth_2010-05","order03",2,0,4,1,5,0.8
"WSB","WSB","WSBxWSB","7/15/10","YearMonth_2010-07","order04",3,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","8/4/10","YearMonth_2010-08","order05",4,0,6,0,6,1
"WSB","WSB","WSBxWSB","9/1/10","YearMonth_2010-09","order06",5,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","10/20/10","YearMonth_2010-10","order07",6,0,2,3,5,0.4
"WSB","WSB","WSBxWSB","12/8/10","YearMonth_2010-12","order08",7,0,1,0,1,1
"WSB","WSB","WSBxWSB","1/11/11","YearMonth_2011-01","order09",8,0,0,1,1,0
"WSB","WSB","WSBxWSB","4/15/10","YearMonth_2010-04","order01",0,1,1,1,2,0.5
"WSB","WSB","WSBxWSB","5/10/10","YearMonth_2010-05","order02",1,0,1,1,2,0.5
"WSB","WSB","WSBxWSB","6/14/10","YearMonth_2010-06","order03",2,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","7/15/10","YearMonth_2010-07","order04",3,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","8/25/10","YearMonth_2010-08","order05",4,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","7/15/10","YearMonth_2010-07","order01",0,1,2,0,2,1
"WSB","WSB","WSBxWSB","10/27/10","YearMonth_2010-10","order02",1,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","4/8/10","YearMonth_2010-04","order01",0,1,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","5/20/10","YearMonth_2010-05","order02",1,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","6/14/10","YearMonth_2010-06","order03",2,0,0,3,3,0
"WSB","WSB","WSBxWSB","7/7/10","YearMonth_2010-07","order04",3,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","9/22/10","YearMonth_2010-09","order05",4,0,2,2,4,0.5
"WSB","WSB","WSBxWSB","5/20/10","YearMonth_2010-05","order01",0,1,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","6/14/10","YearMonth_2010-06","order02",1,0,0,2,2,0
"WSB","WSB","WSBxWSB","9/15/10","YearMonth_2010-09","order03",2,0,0,3,3,0
"WSB","WSB","WSBxWSB","12/1/10","YearMonth_2010-12","order04",3,0,3,0,3,1
"WSB","WSB","WSBxWSB","1/11/11","YearMonth_2011-01","order05",4,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","7/7/10","YearMonth_2010-07","order01",0,1,3,0,3,1
"WSB","WSB","WSBxWSB","8/4/10","YearMonth_2010-08","order02",1,0,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","10/6/10","YearMonth_2010-10","order03",2,0,2,0,2,1
"WSB","WSB","WSBxWSB","12/1/10","YearMonth_2010-12","order04",3,0,1,0,1,1
"WSB","WSB","WSBxWSB","12/15/10","YearMonth_2010-12","order05",4,0,0,3,3,0
"WSB","WSB","WSBxWSB","1/11/11","YearMonth_2011-01","order06",5,0,3,2,5,0.6
"WSB","WSB","WSBxWSB","6/13/11","YearMonth_2011-06","order07",6,0,0,3,3,0
"WSB","WSB","WSBxWSB","3/30/10","YearMonth_2010-03","order01",0,1,1,2,3,0.333333333
"WSB","WSB","WSBxWSB","5/10/10","YearMonth_2010-05","order02",1,0,3,1,4,0.75
"WSB","WSB","WSBxWSB","6/1/10","YearMonth_2010-06","order03",2,0,5,2,7,0.714285714
"WSB","WSB","WSBxWSB","6/29/10","YearMonth_2010-06","order04",3,0,1,4,5,0.2
"WSB","WSB","WSBxWSB","7/28/10","YearMonth_2010-07","order05",4,0,3,1,4,0.75
"WSB","WSB","WSBxWSB","11/10/10","YearMonth_2010-11","order06",5,0,2,0,2,1
"PWK","PWK","PWKxPWK","4/15/10","YearMonth_2010-04","order01",0,0,5,0,5,1
"PWK","PWK","PWKxPWK","6/29/10","YearMonth_2010-06","order02",1,0,3,2,5,0.6
"PWK","PWK","PWKxPWK","6/14/10","YearMonth_2010-06","order01",0,1,1,3,4,0.25
"WSB","WSB","WSBxWSB","8/25/10","YearMonth_2010-08","order01",0,0,2,1,3,0.666666667
"WSB","WSB","WSBxWSB","11/3/10","YearMonth_2010-11","order02",1,0,3,2,5,0.6
"129","NZO","129xNZO","4/8/10","YearMonth_2010-04","order01",0,1,3,1,4,0.75
"129","NZO","129xNZO","5/20/10","YearMonth_2010-05","order02",1,0,1,3,4,0.25
"129","NZO","129xNZO","4/15/10","YearMonth_2010-04","order01",0,1,5,3,8,0.625
"129","NZO","129xNZO","5/20/10","YearMonth_2010-05","order02",1,0,4,5,9,0.444444444
"129","NZO","129xNZO","6/16/10","YearMonth_2010-06","order03",2,0,3,2,5,0.6
"129","NZO","129xNZO","4/1/10","YearMonth_2010-04","order01",0,1,4,4,8,0.5
"129","NZO","129xNZO","5/20/10","YearMonth_2010-05","order02",1,0,4,2,6,0.666666667
"CAST","CAST","CASTxCAST","5/10/10","YearMonth_2010-05","order01",0,1,3,2,5,0.6
"CAST","CAST","CASTxCAST","9/15/10","YearMonth_2010-09","order02",1,0,6,0,6,1
"B6","CAST","B6xCAST","5/6/10","YearMonth_2010-05","order01",0,1,5,6,11,0.454545455
"B6","CAST","B6xCAST","9/23/10","YearMonth_2010-09","order02",1,0,5,6,11,0.454545455
"B6","CAST","B6xCAST","4/15/10","YearMonth_2010-04","order01",0,1,1,7,8,0.125
"B6","CAST","B6xCAST","4/22/10","YearMonth_2010-04","order01",0,1,4,3,7,0.571428571
"B6","CAST","B6xCAST","7/14/10","YearMonth_2010-07","order02",1,0,5,4,9,0.555555556
"B6","CAST","B6xCAST","4/22/10","YearMonth_2010-04","order01",0,1,0,1,1,0
"B6","CAST","B6xCAST","6/16/10","YearMonth_2010-06","order02",1,0,3,5,8,0.375
"B6","CAST","B6xCAST","4/15/10","YearMonth_2010-04","order01",0,1,7,2,9,0.777777778
"B6","CAST","B6xCAST","6/23/10","YearMonth_2010-06","order02",1,0,4,6,10,0.4
"B6","CAST","B6xCAST","4/1/10","YearMonth_2010-04","order01",0,1,5,6,11,0.454545455
"AJ","WSB","AJxWSB","4/8/10","YearMonth_2010-04","order01",0,1,2,2,4,0.5
"AJ","WSB","AJxWSB","5/6/10","YearMonth_2010-05","order02",1,0,1,1,2,0.5
"AJ","WSB","AJxWSB","4/8/10","YearMonth_2010-04","order01",0,1,3,3,6,0.5
"AJ","WSB","AJxWSB","5/13/10","YearMonth_2010-05","order02",1,0,1,4,5,0.2
"AJ","WSB","AJxWSB","6/16/10","YearMonth_2010-06","order03",2,0,1,0,1,1
"AJ","WSB","AJxWSB","4/8/10","YearMonth_2010-04","order01",0,1,4,3,7,0.571428571
"AJ","WSB","AJxWSB","5/6/10","YearMonth_2010-05","order02",1,0,1,0,1,1
"AJ","WSB","AJxWSB","5/26/10","YearMonth_2010-05","order03",2,0,5,0,5,1
"AJ","WSB","AJxWSB","4/1/10","YearMonth_2010-04","order01",0,1,3,4,7,0.428571429
"AJ","WSB","AJxWSB","5/6/10","YearMonth_2010-05","order02",1,0,2,0,2,1
"AJ","WSB","AJxWSB","5/26/10","YearMonth_2010-05","order03",2,0,3,1,4,0.75
"AJ","WSB","AJxWSB","4/1/10","YearMonth_2010-04","order01",0,1,3,3,6,0.5
"AJ","WSB","AJxWSB","5/6/10","YearMonth_2010-05","order02",1,0,1,1,2,0.5
"AJ","WSB","AJxWSB","6/16/10","YearMonth_2010-06","order03",2,0,1,2,3,0.333333333
